npcid_XBXXZ	type_XBXXZ	name_XBXXZ	race_XBXXZ	level_XBXXZ	damage_XBXXZ	defence_XBXXZ	aspeed_XBXXZ	maxhp_XBXXZ	reputation_XBXXZ	deathreputation_XBXXZ	pkscore_XBXXZ	drop_XBXXZ
4075	2	太安星君	1	120	175033	0	120	2965835	1	100000	脖子洗干净了吗？	
4076	2	太安真人	2	120	183785	0	120	3114127	1	100000	脖子洗干净了吗？	
4077	2	太安老君	3	120	192974	0	120	3269833	1	100000	脖子洗干净了吗？	
4078	2	太安真君	4	120	202622	0	120	3433325	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4079	2	太安天王	1	120	212754	0	120	3604991	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4080	2	太安元帅	2	120	223391	0	120	12617469	1	100000	不自量力的家伙，你是赶来送死的吗？	
4081	2	荣华大仙	1	120	156000	0	120	2560000	1	100000	哈哈哈哈，来了个不要命的蝼蚁！	
4082	2	荣华上仙	2	120	163800	0	120	2688000	1	100000	脖子洗干净了吗？	
4083	2	荣华功曹	3	120	171990	0	120	2822400	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4084	2	荣华天师	4	120	180590	0	120	2963520	1	100000	脖子洗干净了吗？	
4085	2	荣华星君	1	120	189619	0	120	3111696	1	100000	脖子洗干净了吗？	
4086	2	荣华真人	2	120	199100	0	120	3267281	1	100000	脖子洗干净了吗？	
4087	2	荣华老君	3	120	209055	0	120	3430645	1	100000	脖子洗干净了吗？	
4088	2	荣华真君	4	120	219508	0	120	3602177	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4089	2	荣华天王	1	120	230483	0	120	3782286	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4090	2	荣华元帅	2	120	242007	0	120	15129144	1	100000	不自量力的家伙，你是赶来送死的吗？	
4091	2	玄明大仙	1	120	168000	0	120	2680000	1	100000	哈哈哈哈，来了个不要命的蝼蚁！	
4092	2	玄明上仙	2	120	176400	0	120	2814000	1	100000	脖子洗干净了吗？	
4093	2	玄明功曹	3	120	185220	0	120	2954700	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4094	2	玄明天师	4	120	194481	0	120	3102435	1	100000	脖子洗干净了吗？	
4095	2	玄明星君	1	120	204205	0	120	3257557	1	100000	脖子洗干净了吗？	
4096	2	玄明真人	2	120	214415	0	120	3420435	1	100000	脖子洗干净了吗？	
4097	2	玄明老君	3	120	225136	0	120	3591456	1	100000	脖子洗干净了吗？	
4098	2	玄明真君	4	120	236393	0	120	3771029	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4099	2	玄明天王	1	120	248213	0	120	3959581	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4100	2	玄明元帅	2	120	260623	0	120	15838322	1	100000	不自量力的家伙，你是赶来送死的吗？	
4101	2	玄胎大仙	1	120	180000	0	120	2800000	1	100000	哈哈哈哈，来了个不要命的蝼蚁！	
4102	2	玄胎上仙	2	120	189000	0	120	2940000	1	100000	脖子洗干净了吗？	
4103	2	玄胎功曹	3	120	198450	0	120	3087000	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4104	2	玄胎天师	4	120	208372	0	120	3241350	1	100000	脖子洗干净了吗？	
4105	2	玄胎星君	1	120	218791	0	120	3403418	1	100000	脖子洗干净了吗？	
4106	2	玄胎真人	2	120	229731	0	120	3573588	1	100000	脖子洗干净了吗？	
4107	2	玄胎老君	3	120	241217	0	120	3752268	1	100000	脖子洗干净了吗？	
4108	2	玄胎真君	4	120	253278	0	120	3939881	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4109	2	玄胎天王	1	120	265942	0	120	4136875	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4110	2	玄胎元帅	2	120	279239	0	120	16547501	1	100000	不自量力的家伙，你是赶来送死的吗？	
4111	2	太明大仙	1	120	192000	0	120	2920000	1	100000	哈哈哈哈，来了个不要命的蝼蚁！	
4112	2	太明上仙	2	120	201600	0	120	3066000	1	100000	脖子洗干净了吗？	
4113	2	太明功曹	3	120	211680	0	120	3219300	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4114	2	太明天师	4	120	222264	0	120	3380265	1	100000	脖子洗干净了吗？	
4115	2	太明星君	1	120	233377	0	120	3549278	1	100000	脖子洗干净了吗？	
4116	2	太明真人	2	120	245046	0	120	3726742	1	100000	脖子洗干净了吗？	
4117	2	太明老君	3	120	257298	0	120	3913079	1	100000	脖子洗干净了吗？	
4118	2	太明真君	4	120	270163	0	120	4108733	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4119	2	太明天王	1	120	283671	0	120	4314170	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4120	2	太明元帅	2	120	297855	0	120	17256680	1	100000	不自量力的家伙，你是赶来送死的吗？	
4121	2	太黄大仙	1	120	204000	0	120	3040000	1	100000	哈哈哈哈，来了个不要命的蝼蚁！	
4122	2	太黄上仙	2	120	214200	0	120	3192000	1	100000	脖子洗干净了吗？	
4123	2	太黄功曹	3	120	224910	0	120	3351600	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4124	2	太黄天师	4	120	236156	0	120	3519180	1	100000	脖子洗干净了吗？	
4125	2	太黄星君	1	120	247963	0	120	3695139	1	100000	脖子洗干净了吗？	
4126	2	太黄真人	2	120	260361	0	120	3879896	1	100000	脖子洗干净了吗？	
4127	2	太黄老君	3	120	273380	0	120	4073891	1	100000	脖子洗干净了吗？	
4128	2	太黄真君	4	120	287048	0	120	4277585	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4129	2	太黄天王	1	120	301401	0	120	4491465	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4130	2	太黄元帅	2	120	316471	0	120	17965858	1	100000	不自量力的家伙，你是赶来送死的吗？	
4131	2	大罗大仙	1	120	216000	0	120	3160000	1	100000	哈哈哈哈，来了个不要命的蝼蚁！	
4132	2	大罗上仙	2	120	226800	0	120	3318000	1	100000	脖子洗干净了吗？	
4133	2	大罗功曹	3	120	238140	0	120	3483900	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4134	2	大罗天师	4	120	250047	0	120	3658095	1	100000	脖子洗干净了吗？	
4135	2	大罗星君	1	120	262549	0	120	3841000	1	100000	脖子洗干净了吗？	
4136	2	大罗真人	2	120	275677	0	120	4033050	1	100000	脖子洗干净了吗？	
4137	2	大罗老君	3	120	289461	0	120	4234702	1	100000	脖子洗干净了吗？	
4138	2	大罗真君	4	120	303934	0	120	4446437	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4139	2	大罗天王	1	120	319130	0	120	4668759	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4140	2	大罗元帅	2	120	335087	0	120	18675037	1	100000	不自量力的家伙，你是赶来送死的吗？	
4141	2	始皇大仙	1	120	228000	0	120	3280000	1	100000	哈哈哈哈，来了个不要命的蝼蚁！	
4142	2	始皇上仙	2	120	239400	0	120	3444000	1	100000	脖子洗干净了吗？	
4143	2	始皇功曹	3	120	251370	0	120	3616200	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4144	2	始皇天师	4	120	263938	0	120	3797010	1	100000	脖子洗干净了吗？	
4145	2	始皇星君	1	120	277135	0	120	3986860	1	100000	脖子洗干净了吗？	
4146	2	始皇真人	2	120	290992	0	120	4186204	1	100000	脖子洗干净了吗？	
4147	2	始皇老君	3	120	305542	0	120	4395514	1	100000	脖子洗干净了吗？	
4148	2	始皇真君	4	120	320819	0	120	4615289	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4149	2	始皇天王	1	120	336860	0	120	4846054	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4150	2	始皇元帅	2	120	353703	0	120	19384215	1	100000	不自量力的家伙，你是赶来送死的吗？	
4151	2	极风大仙	1	120	240000	0	120	3400000	1	100000	哈哈哈哈，来了个不要命的蝼蚁！	
4152	2	极风上仙	2	120	252000	0	120	3570000	1	100000	脖子洗干净了吗？	
4153	2	极风功曹	3	120	264600	0	120	3748500	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4154	2	极风天师	4	120	277830	0	120	3935925	1	100000	脖子洗干净了吗？	
4155	2	极风星君	1	120	291722	0	120	4132721	1	100000	脖子洗干净了吗？	
4156	2	极风真人	2	120	306308	0	120	4339357	1	100000	脖子洗干净了吗？	
4157	2	极风老君	3	120	321623	0	120	4556325	1	100000	脖子洗干净了吗？	
4158	2	极风真君	4	120	337704	0	120	4784141	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4159	2	极风天王	1	120	354589	0	120	5023349	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4160	2	极风元帅	2	120	372319	0	120	20093394	1	100000	不自量力的家伙，你是赶来送死的吗？	
4161	2	光明大仙	1	120	252000	0	120	3520000	1	100000	哈哈哈哈，来了个不要命的蝼蚁！	
4162	2	光明上仙	2	120	264600	0	120	3696000	1	100000	脖子洗干净了吗？	
4163	2	光明功曹	3	120	277830	0	120	3880800	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4164	2	光明天师	4	120	291722	0	120	4074840	1	100000	脖子洗干净了吗？	
4165	2	光明星君	1	120	306308	0	120	4278582	1	100000	脖子洗干净了吗？	
4166	2	光明真人	2	120	321623	0	120	4492511	1	100000	脖子洗干净了吗？	
4167	2	光明老君	3	120	337704	0	120	4717137	1	100000	脖子洗干净了吗？	
4168	2	光明真君	4	120	354589	0	120	4952993	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4169	2	光明天王	1	120	372319	0	120	5200643	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4170	2	光明元帅	2	120	390935	0	120	20802573	1	100000	不自量力的家伙，你是赶来送死的吗？	
4171	2	虚无大仙	1	120	264000	0	120	3640000	1	100000	哈哈哈哈，来了个不要命的蝼蚁！	
4172	2	虚无上仙	2	120	277200	0	120	3822000	1	100000	脖子洗干净了吗？	
4173	2	虚无功曹	3	120	291060	0	120	4013100	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4174	2	虚无天师	4	120	305613	0	120	4213755	1	100000	脖子洗干净了吗？	
4175	2	虚无星君	1	120	320894	0	120	4424443	1	100000	脖子洗干净了吗？	
4176	2	虚无真人	2	120	336938	0	120	4645665	1	100000	脖子洗干净了吗？	
4177	2	虚无老君	3	120	353785	0	120	4877948	1	100000	脖子洗干净了吗？	
4178	2	虚无真君	4	120	371475	0	120	5121846	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4179	2	虚无天王	1	120	390048	0	120	5377938	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4180	2	虚无元帅	2	120	409551	0	120	21511751	1	100000	不自量力的家伙，你是赶来送死的吗？	
4181	2	七曜大仙	1	120	276000	0	120	3760000	1	100000	哈哈哈哈，来了个不要命的蝼蚁！	
4182	2	七曜上仙	2	120	289800	0	120	3948000	1	100000	脖子洗干净了吗？	
4183	2	七曜功曹	3	120	304290	0	120	4145400	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4184	2	七曜天师	4	120	319504	0	120	4352670	1	100000	脖子洗干净了吗？	
4185	2	七曜星君	1	120	335480	0	120	4570304	1	100000	脖子洗干净了吗？	
4186	2	七曜真人	2	120	352254	0	120	4798819	1	100000	脖子洗干净了吗？	
4187	2	七曜老君	3	120	369866	0	120	5038760	1	100000	脖子洗干净了吗？	
4188	2	七曜真君	4	120	388360	0	120	5290698	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4189	2	七曜天王	1	120	407778	0	120	5555232	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4190	2	七曜元帅	2	120	428167	0	120	22220930	1	100000	不自量力的家伙，你是赶来送死的吗？	
4191	2	皇笳大仙	1	120	288000	0	120	3880000	1	100000	哈哈哈哈，来了个不要命的蝼蚁！	
4192	2	皇笳上仙	2	120	302400	0	120	4074000	1	100000	脖子洗干净了吗？	
4193	2	皇笳功曹	3	120	317520	0	120	4277700	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4194	2	皇笳天师	4	120	333396	0	120	4491585	1	100000	脖子洗干净了吗？	
4195	2	皇笳星君	1	120	350066	0	120	4716164	1	100000	脖子洗干净了吗？	
4196	2	皇笳真人	2	120	367569	0	120	4951972	1	100000	脖子洗干净了吗？	
4197	2	皇笳老君	3	120	385948	0	120	5199571	1	100000	脖子洗干净了吗？	
4198	2	皇笳真君	4	120	405245	0	120	5459550	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4199	2	皇笳天王	1	120	425507	0	120	5732527	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4200	2	皇笳元帅	2	120	446783	0	120	22930108	1	100000	不自量力的家伙，你是赶来送死的吗？	
4201	2	太皇大仙	1	120	300000	0	120	4000000	1	100000	哈哈哈哈，来了个不要命的蝼蚁！	
4202	2	太皇上仙	2	120	315000	0	120	4200000	1	100000	脖子洗干净了吗？	
4203	2	太皇功曹	3	120	330750	0	120	4410000	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4204	2	太皇天师	4	120	347288	0	120	4630500	1	100000	脖子洗干净了吗？	
4205	2	太皇星君	1	120	364652	0	120	4862025	1	100000	脖子洗干净了吗？	
4206	2	太皇真人	2	120	382884	0	120	5105126	1	100000	脖子洗干净了吗？	
4207	2	太皇老君	3	120	402029	0	120	5360383	1	100000	脖子洗干净了吗？	
4208	2	太皇真君	4	120	422130	0	120	5628402	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4209	2	太皇天王	1	120	443237	0	120	5909822	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4210	2	太皇元帅	2	120	465398	0	120	23639287	1	100000	不自量力的家伙，你是赶来送死的吗？	
4211	2	太极大仙	1	120	312000	0	120	4120000	1	100000	哈哈哈哈，来了个不要命的蝼蚁！	
4212	2	太极上仙	2	120	327600	0	120	4326000	1	100000	脖子洗干净了吗？	
4213	2	太极功曹	3	120	343980	0	120	4542300	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4214	2	太极天师	4	120	361179	0	120	4769415	1	100000	脖子洗干净了吗？	
4215	2	太极星君	1	120	379238	0	120	5007886	1	100000	脖子洗干净了吗？	
4216	2	太极真人	2	120	398200	0	120	5258280	1	100000	脖子洗干净了吗？	
4217	2	太极老君	3	120	418110	0	120	5521194	1	100000	脖子洗干净了吗？	
4218	2	太极真君	4	120	439015	0	120	5797254	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4219	2	太极天王	1	120	460966	0	120	6087116	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4220	2	太极元帅	2	120	484014	0	120	24348466	1	100000	不自量力的家伙，你是赶来送死的吗？	
4221	2	玄武大仙	1	120	324000	0	120	4240000	1	100000	哈哈哈哈，来了个不要命的蝼蚁！	
4222	2	玄武上仙	2	120	340200	0	120	4452000	1	100000	脖子洗干净了吗？	
4223	2	玄武功曹	3	120	357210	0	120	4674600	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4224	2	玄武天师	4	120	375070	0	120	4908330	1	100000	脖子洗干净了吗？	
4225	2	玄武星君	1	120	393824	0	120	5153746	1	100000	脖子洗干净了吗？	
4226	2	玄武真人	2	120	413515	0	120	5411434	1	100000	脖子洗干净了吗？	
4227	2	玄武老君	3	120	434191	0	120	5682006	1	100000	脖子洗干净了吗？	
4228	2	玄武真君	4	120	455901	0	120	5966106	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4229	2	玄武天王	1	120	478696	0	120	6264411	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4230	2	玄武元帅	2	120	502630	0	120	25057644	1	100000	不自量力的家伙，你是赶来送死的吗？	
4231	2	朱雀大仙	1	120	336000	0	120	4360000	1	100000	哈哈哈哈，来了个不要命的蝼蚁！	
4232	2	朱雀上仙	2	120	352800	0	120	4578000	1	100000	脖子洗干净了吗？	
4233	2	朱雀功曹	3	120	370440	0	120	4806900	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4234	2	朱雀天师	4	120	388962	0	120	5047245	1	100000	脖子洗干净了吗？	
4235	2	朱雀星君	1	120	408410	0	120	5299607	1	100000	脖子洗干净了吗？	
4236	2	朱雀真人	2	120	428831	0	120	5564588	1	100000	脖子洗干净了吗？	
4237	2	朱雀老君	3	120	450272	0	120	5842817	1	100000	脖子洗干净了吗？	
4238	2	朱雀真君	4	120	472786	0	120	6134958	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4239	2	朱雀天王	1	120	496425	0	120	6441706	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4240	2	朱雀元帅	2	120	521246	0	120	25766823	1	100000	不自量力的家伙，你是赶来送死的吗？	
4241	2	白虎大仙	1	120	348000	0	120	4480000	1	100000	哈哈哈哈，来了个不要命的蝼蚁！	
4242	2	白虎上仙	2	120	365400	0	120	4704000	1	100000	脖子洗干净了吗？	
4243	2	白虎功曹	3	120	383670	0	120	4939200	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4244	2	白虎天师	4	120	402854	0	120	5186160	1	100000	脖子洗干净了吗？	
4245	2	白虎星君	1	120	422996	0	120	5445468	1	100000	脖子洗干净了吗？	
4246	2	白虎真人	2	120	444146	0	120	5717741	1	100000	脖子洗干净了吗？	
4247	2	白虎老君	3	120	466353	0	120	6003628	1	100000	脖子洗干净了吗？	
4248	2	白虎真君	4	120	489671	0	120	6303810	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4249	2	白虎天王	1	120	514154	0	120	6619000	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4250	2	白虎元帅	2	120	539862	0	120	26476002	1	100000	不自量力的家伙，你是赶来送死的吗？	
4251	2	青龙大仙	1	120	360000	0	120	4600000	1	100000	哈哈哈哈，来了个不要命的蝼蚁！	
4252	2	青龙上仙	2	120	378000	0	120	4830000	1	100000	脖子洗干净了吗？	
4253	2	青龙功曹	3	120	396900	0	120	5071500	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4254	2	青龙天师	4	120	416745	0	120	5325075	1	100000	脖子洗干净了吗？	
4255	2	青龙星君	1	120	437582	0	120	5591329	1	100000	脖子洗干净了吗？	
4256	2	青龙真人	2	120	459461	0	120	5870895	1	100000	脖子洗干净了吗？	
4257	2	青龙老君	3	120	482434	0	120	6164440	1	100000	脖子洗干净了吗？	
4258	2	青龙真君	4	120	506556	0	120	6472662	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4259	2	青龙天王	1	120	531884	0	120	6796295	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4260	2	青龙元帅	2	120	558478	0	120	27185180	1	100000	不自量力的家伙，你是赶来送死的吗？	
4261	2	大焚大仙	1	120	372000	0	120	4720000	1	100000	哈哈哈哈，来了个不要命的蝼蚁！	
4262	2	大焚上仙	2	120	390600	0	120	4956000	1	100000	脖子洗干净了吗？	
4263	2	大焚功曹	3	120	410130	0	120	5203800	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4264	2	大焚天师	4	120	430636	0	120	5463990	1	100000	脖子洗干净了吗？	
4265	2	大焚星君	1	120	452168	0	120	5737190	1	100000	脖子洗干净了吗？	
4266	2	大焚真人	2	120	474777	0	120	6024049	1	100000	脖子洗干净了吗？	
4267	2	大焚老君	3	120	498516	0	120	6325251	1	100000	脖子洗干净了吗？	
4268	2	大焚真君	4	120	523441	0	120	6641514	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4269	2	大焚天王	1	120	549613	0	120	6973590	1	100000	说吧，你打算在自己的墓碑上刻上什么字？	
4270	2	大焚元帅	2	120	577094	0	120	27894359	1	100000	不自量力的家伙，你是赶来送死的吗？	
