level_XBXXZ	neednum_XBXXZ	damage_XBXXZ	defence_XBXXZ	maxhp_XBXXZ	bang_XBXXZ	dodge_XBXXZ	itemid_XBXXZ	text_XBXXZ
602	4		1250					茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
603	4			12500				茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
604	4				1250			茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
605	4					1250		茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
606	4	1260						茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
607	4		1260					茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
608	4			12600				茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
609	4				1260			茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
610	4					1260		茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
611	4	1270						茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
612	4		1270					茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
613	4			12700				茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
614	4				1270			茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
615	4					1270		茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
616	4	1280						茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
617	4		1280					茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
618	4			12800				茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
619	4				1280			茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
620	4					1280	2961	茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}！同时领悟出了一套新的功法：《{4}》
621	4	1290						茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
622	4		1290					茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
623	4			12900				茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
624	4				1290			茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
625	4					1290		茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
626	4	1300						茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
627	4		1300					茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
628	4			13000				茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
629	4				1300			茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
630	4					1300		茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
631	4	1310						茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
632	4		1310					茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
633	4			13100				茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
634	4				1310			茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
635	4					1310		茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
636	4	1320						茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
637	4		1320					茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
638	4			13200				茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
639	4				1320			茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
640	4					1320	2962	茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}！同时领悟出了一套新的功法：《{4}》
641	4	1330						茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
642	4		1330					茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
643	4			13300				茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
644	4				1330			茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
645	4					1330		茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
646	4	1340						茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
647	4		1340					茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
648	4			13400				茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
649	4				1340			茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
650	4					1340		茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
651	4	1350						茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
652	4		1350					茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
653	4			13500				茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
654	4				1350			茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
655	4					1350		茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
656	4	1360						茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
657	4		1360					茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
658	4			13600				茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
659	4				1360			茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
660	4					1360	2963	茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}！同时领悟出了一套新的功法：《{4}》
661	4	1370						茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
662	4		1370					茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
663	4			13700				茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
664	4				1370			茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
665	4					1370		茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
666	4	1380						茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
667	4		1380					茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
668	4			13800				茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
669	4				1380			茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
670	4					1380		茶香渺渺，{0}道心清明，静心感悟天道。过往的战斗经历浮现脑海，经过一番感悟，{1}道心愈发坚定，战斗之道愈发精进，开始逐渐融汇贯通，在战斗大道上，略有收获！{2}增加了：{3}
